Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,type,Gene_Symbol
ENSG00000168883,5021.657055,0.056673534,0.108445744,0.522598356,0.601253785,0.781602708,Not significant,USP39
ENSG00000168878,5.104774125,-0.087588366,0.248628388,-0.35190656,0.72490834,0.861135492,Not significant,SFTPB
ENSG00000115523,87.73686266,1.778651127,0.194953332,8.956760854,3.34E-19,2.06E-17,Up,GNLY
ENSG00000168874,2.478096645,0.404059622,0.205596457,1.955324724,0.050544755,0.16079432,Not significant,ATOH8
ENSG00000115525,716.8825843,0.121249766,0.117519966,1.03173984,0.302194009,0.535851479,Not significant,ST3GAL5
ENSG00000068654,8039.502255,0.002094441,0.106432704,0.01967857,0.984299786,0.997873019,Not significant,POLR1A
ENSG00000132300,5557.5704,0.158039203,0.11096993,1.424161826,0.154399632,0.353119812,Not significant,PTCD3
ENSG00000132305,7898.74302,-0.074899101,0.105975018,-0.706762093,0.479714335,0.693219043,Not significant,IMMT
ENSG00000273080,122.7882004,0.519236675,0.165422873,3.136415029,0.00171027,0.010817116,Not significant,
ENSG00000132313,3116.117388,0.142325098,0.108273024,1.31450158,0.188677467,0.401577513,Not significant,MRPL35
ENSG00000068615,23.63269506,-0.193320003,0.255304315,-0.757095924,0.448992396,0.669757678,Not significant,REEP1
ENSG00000115548,2874.608814,0.050888698,0.118700486,0.428716497,0.668129554,0.82521398,Not significant,KDM3A
ENSG00000115561,1374.165689,0.031794868,0.110190689,0.288544716,0.772929807,0.887041657,Not significant,CHMP3
ENSG00000249884,62.21118957,0.232630928,0.202698562,1.147364679,0.251230933,0.479706197,Not significant,RNF103-CHMP3
ENSG00000153561,4308.350551,0.390798976,0.104341068,3.745366221,0.000180131,0.001554279,Not significant,RMND5A
ENSG00000153563,2.958323782,0.338171766,0.215066046,1.580802822,0.113923129,0.286918317,Not significant,CD8A
ENSG00000172116,7.454982566,1.094782968,0.25822934,3.813068949,0.000137252,0.001219085,Up,CD8B
ENSG00000233673,21.3700964,0.094654795,0.260075299,0.363893792,0.71593732,0.856420054,Not significant,ANAPC1P1
ENSG00000187627,13.50604273,-0.025965563,0.267138168,-0.097259721,0.922520142,0.963223876,Not significant,RGPD1
ENSG00000285793,79.39598712,0.606188943,0.194224704,3.115946299,0.001833557,0.011476575,Not significant,ANAPC1P2
ENSG00000287931,10.25939593,0.211239944,0.264366961,0.800821392,0.423235053,0.647330455,Not significant,
ENSG00000204745,213.7549439,0.103469257,0.148883547,0.694976655,0.487069932,0.699498733,Not significant,LOC102724642
ENSG00000287763,2.807917009,-0.033953379,0.215843592,-0.157214741,0.875075611,0.942520552,Not significant,
ENSG00000280721,1.832404203,0.033920564,0.179236601,0.18956166,0.849652633,0.930908128,Not significant,LINC01943
ENSG00000284879,343.7890152,-0.126157539,0.125822775,-1.002657786,0.316026004,0.548936904,Not significant,NCAL1
ENSG00000185304,222.9870127,0.043998187,0.14804157,0.29719381,0.766318547,0.883293372,Not significant,RGPD2
ENSG00000222724,4.319763064,-0.000850184,0.238025148,-0.003573321,0.997148909,0.999987731,Not significant,RNU2-63P
ENSG00000287670,67.64139335,0.790410168,0.206144808,3.821731962,0.000132518,0.001180687,Not significant,LOC105374852
ENSG00000172086,337.7668743,-0.005310005,0.150606698,-0.03525749,0.971874421,0.991551835,Not significant,KRCC1
ENSG00000115593,2.646245294,0.000556687,0.214530993,0.002593655,0.997930565,0.999987731,Not significant,SMYD1
ENSG00000232508,13.26946913,0.696583497,0.267597297,2.582001438,0.009822918,0.045699737,Not significant,MRPL45P1
ENSG00000172073,37.26012601,0.81484421,0.231023356,3.504099515,0.000458154,0.00351384,Not significant,SPMIP9
ENSG00000225420,54.84327865,0.518489235,0.21077385,2.455734873,0.014059684,0.060909394,Not significant,EIF2AK3-AS1
ENSG00000172071,2012.497103,0.259887455,0.112513297,2.309823571,0.020897924,0.083078286,Not significant,EIF2AK3
ENSG00000153574,1786.540424,0.060617494,0.11173576,0.542508984,0.58746792,0.772775239,Not significant,RPIA
ENSG00000230006,4.43440026,0.264593835,0.237136259,1.11613927,0.264362525,0.494426347,Not significant,ANKRD36BP2
ENSG00000283196,450.6167311,-0.135875116,0.126512002,-1.074011669,0.282817452,0.514820519,Not significant,
ENSG00000283132,3.78882039,-0.032031146,0.233835454,-0.136827534,0.891167119,0.94850534,Not significant,KMT2CP4
ENSG00000278131,4.329556992,-0.001955162,0.242593527,-0.008066092,0.99356426,0.999425073,Not significant,LOC388996
ENSG00000143429,297.3302536,-0.191192146,0.143302852,-1.334125932,0.182162588,0.392609495,Not significant,LSP1P4
ENSG00000230572,4.697926556,0.268650456,0.235879248,1.14747736,0.251184385,0.479657176,Not significant,KMT2CP5
ENSG00000223703,9.049766433,0.11992498,0.265841979,0.450504772,0.652346514,0.814918897,Not significant,IGSF3P2
ENSG00000214329,2.183689177,0.308493644,0.190326105,1.658850843,0.097145852,0.257702308,Not significant,SLC9B1P2
ENSG00000213355,4.46652832,0.88777874,0.234788303,4.073696344,4.63E-05,0.00045809,Not significant,CNN2P8
ENSG00000223564,37.78900214,1.385421521,0.239113863,5.670703129,1.42E-08,2.72E-07,Up,CYP4F32P
ENSG00000232502,16.14324032,0.933571256,0.26638385,3.453999564,0.000552338,0.004108653,Not significant,
ENSG00000235571,3.503164512,0.154546602,0.224238579,0.691617767,0.489177401,0.701366807,Not significant,SNX18P14
ENSG00000229089,47.18556012,0.885928778,0.266363715,3.34006637,0.000837584,0.005865894,Not significant,ANKRD20A8P
ENSG00000278631,3.12832742,0.368677001,0.218281424,1.696621308,0.089768279,0.243673421,Not significant,SOWAHCP5
ENSG00000259848,144.9583691,1.510194409,0.175730836,8.537098663,1.38E-17,7.25E-16,Up,
ENSG00000231331,5.47758442,0.468417147,0.246430187,1.90530307,0.056740687,0.175240255,Not significant,
ENSG00000287362,3.311733552,0.335295399,0.224092119,1.502804077,0.132889574,0.319608189,Not significant,
ENSG00000144029,2538.077923,-0.209850238,0.107434034,-1.953286856,0.050785614,0.161404127,Not significant,MRPS5
ENSG00000144026,841.0196942,-0.309851139,0.118984105,-2.604063424,0.009212571,0.043422861,Not significant,ZNF514
ENSG00000275111,240.2133657,-0.03784309,0.139049585,-0.272154502,0.785503224,0.894592242,Not significant,ZNF2
ENSG00000233757,9.024657598,0.657249604,0.263950184,2.475329922,0.013311315,0.058304877,Not significant,ZNF892
ENSG00000115041,9.652194154,0.753017574,0.265755185,2.797753322,0.00514594,0.026977733,Not significant,KCNIP3
ENSG00000115042,1091.389747,0.05166302,0.119998816,0.430530717,0.666809627,0.824434291,Not significant,FAHD2A
ENSG00000229689,4.807596439,-0.584468296,0.242517775,-2.39118987,0.016793865,0.069718056,Not significant,ANKRD33BP1
ENSG00000232931,5184.26563,0.136709015,0.111763546,1.223199356,0.221254409,0.442934417,Not significant,LINC00342
ENSG00000174501,1062.440496,0.102157896,0.121211355,0.842809742,0.399334859,0.625787109,Not significant,ANKRD36C
ENSG00000231584,485.8251861,0.20909292,0.126231088,1.65640028,0.097640784,0.258686723,Not significant,FAHD2CP
ENSG00000186281,7.117849316,0.185429497,0.261362994,0.708913422,0.478378206,0.692202419,Not significant,GPAT2
ENSG00000274286,1.838437926,0.185035787,0.18674662,1.004258912,0.315253833,0.548095483,Not significant,ADRA2B
ENSG00000188886,1.97782731,-0.066198533,0.182196191,-0.363663979,0.716108945,0.856466398,Not significant,ASTL
ENSG00000084090,7360.147351,-0.138357216,0.105436094,-1.312237677,0.189439953,0.402678191,Not significant,STARD7
ENSG00000204685,458.6828266,-0.153263738,0.130085337,-1.178155274,0.23873471,0.465200658,Not significant,STARD7-AS1
ENSG00000135956,1422.991259,-0.121173013,0.112293747,-1.079073694,0.280554877,0.512284644,Not significant,TMEM127
ENSG00000144021,4852.201097,0.115403024,0.116942967,0.986832282,0.323724866,0.556611042,Not significant,CIAO1
ENSG00000144028,25243.0862,-0.053665983,0.105907506,-0.506725135,0.612347692,0.788971923,Not significant,SNRNP200
ENSG00000230747,28.33597196,0.883010698,0.246032856,3.554050231,0.000379347,0.002983104,Not significant,
ENSG00000198885,426.0631414,0.091828725,0.125564781,0.731325677,0.46458025,0.681402805,Not significant,ITPRIPL1
ENSG00000121152,3761.215668,-0.262600704,0.109816435,-2.391261359,0.016790595,0.069718056,Not significant,NCAPH
ENSG00000235480,4.782838045,0.649867634,0.241401697,2.642109185,0.008239149,0.039581678,Not significant,LOC105373496
ENSG00000196843,392.4165195,0.034903499,0.13737078,0.25408535,0.799429621,0.902761601,Not significant,ARID5A
ENSG00000114982,4172.492306,-0.148991222,0.11121416,-1.339678287,0.18034996,0.390214819,Not significant,KANSL3
ENSG00000249715,12.49587068,-0.065118389,0.267359665,-0.243678203,0.807480056,0.907521483,Not significant,FER1L5
ENSG00000114988,992.2116059,-0.066047687,0.117001142,-0.564505309,0.572410288,0.763131434,Not significant,LMAN2L
ENSG00000158158,697.332972,0.058680405,0.124537567,0.471191257,0.637504162,0.806496761,Not significant,CNNM4
ENSG00000273265,22.5377123,0.12369141,0.260236607,0.474883061,0.634870326,0.804810067,Not significant,CNNM3-DT
ENSG00000168763,397.1108194,-0.060935591,0.127047272,-0.479635622,0.631486512,0.802205721,Not significant,CNNM3
ENSG00000163126,67.27276266,0.040610817,0.21215201,0.191456512,0.848167949,0.930099826,Not significant,ANKRD23
ENSG00000168758,3149.473182,0.213715371,0.107371694,1.990421503,0.046544523,0.15120883,Not significant,SEMA4C
ENSG00000168754,1973.705956,1.669624178,0.111330302,14.98932145,8.62E-51,3.96E-48,Up,FAM178B
ENSG00000188383,35.12124363,0.223972214,0.233344493,0.959340768,0.337387104,0.569658379,Not significant,GPAT2P2
ENSG00000144199,1003.395923,0.164191498,0.12650867,1.297863563,0.194334223,0.409821198,Not significant,FAHD2B
ENSG00000279791,15.61611082,0.262803856,0.266478244,0.985782082,0.32424006,0.557163335,Not significant,
ENSG00000135976,1407.595554,-0.080961814,0.115453478,-0.701250873,0.483146467,0.696409544,Not significant,ANKRD36
ENSG00000277701,3.997412822,0.452725154,0.234452048,1.9338643,0.053129815,0.166618927,Not significant,LOC100506076
ENSG00000196912,1074.310425,-0.029527504,0.114326981,-0.258273891,0.796195535,0.900653817,Not significant,ANKRD36B
ENSG00000286036,3.780055951,0.286820381,0.230004196,1.247724547,0.212131949,0.431871911,Not significant,
ENSG00000135940,3906.447782,0.047276486,0.100504164,0.470393626,0.638073817,0.806717635,Not significant,COX5B
ENSG00000115073,2702.573061,0.167155061,0.115965038,1.441424902,0.149464679,0.345978059,Not significant,ACTR1B
ENSG00000228486,408.4760018,0.345432519,0.130014512,2.656665471,0.007891771,0.038224519,Not significant,C2orf92
ENSG00000115085,95.16653346,0.834985415,0.18565669,4.48572271,7.27E-06,8.59E-05,Not significant,ZAP70
ENSG00000075568,4088.441947,0.048978758,0.108283277,0.452321026,0.651037731,0.814213519,Not significant,TMEM131
ENSG00000168658,19.44851925,1.311914704,0.263818498,4.799970535,1.59E-06,2.14E-05,Up,VWA3B
ENSG00000144191,3.803291967,-0.033064874,0.234995391,-0.140641155,0.888153435,0.947539605,Not significant,CNGA3
ENSG00000040933,4186.699626,0.034810733,0.103720676,0.335620297,0.737157216,0.867568045,Not significant,INPP4A
ENSG00000183513,2145.791019,0.103724797,0.114704143,0.904281588,0.365846107,0.596622559,Not significant,COA5
ENSG00000115446,2024.914907,-0.057675616,0.114624288,-0.503171769,0.614843512,0.790680222,Not significant,UNC50
ENSG00000071073,37.97982072,0.541219167,0.23299204,2.31728475,0.020488225,0.081661482,Not significant,MGAT4A
ENSG00000196872,11.90776515,0.992382032,0.267438276,3.613346191,0.000302271,0.002455135,Not significant,CRACDL
ENSG00000135951,129.2953257,0.062069667,0.175097741,0.354503099,0.722961882,0.860290944,Not significant,TSGA10
ENSG00000241962,1091.774443,0.213788311,0.110835047,1.928874201,0.053746481,0.167979686,Not significant,
ENSG00000115514,712.4813342,0.005948608,0.13760637,0.043229362,0.965518699,0.98747891,Not significant,TXNDC9
ENSG00000158417,9061.740145,0.119627249,0.108462522,1.102936399,0.270054786,0.500198609,Not significant,EIF5B
ENSG00000135945,2621.24606,-0.232803536,0.113635168,-2.04868434,0.040492991,0.136850707,Not significant,REV1
ENSG00000144218,101.0401432,0.480577104,0.174455345,2.752524015,0.005913781,0.03019037,Not significant,AFF3
ENSG00000232084,4.028916637,0.160262934,0.227015068,0.710403413,0.477454008,0.691344016,Not significant,LINC01104
ENSG00000170500,935.1373859,0.353419527,0.11833714,2.986445659,0.00282241,0.016372879,Not significant,LONRF2
ENSG00000115526,1200.864463,-0.016975096,0.115617972,-0.146821075,0.883273249,0.945524286,Not significant,CHST10
ENSG00000115539,681.9735467,-0.41549781,0.126039533,-3.296354103,0.000979485,0.006694408,Not significant,PDCL3
ENSG00000170485,9.247994242,0.696406344,0.260835688,2.655947088,0.007908602,0.038289899,Not significant,NPAS2
ENSG00000223947,2.297900591,0.004691221,0.191928566,0.024392447,0.980539573,0.996449183,Not significant,
ENSG00000071082,11745.53681,0.050438102,0.100853627,0.500112063,0.616996172,0.792339912,Not significant,RPL31
ENSG00000204634,401.8480616,1.418610574,0.1388284,10.19868851,2.01E-24,1.93E-22,Up,TBC1D8
ENSG00000158435,2420.154545,0.223787578,0.111504309,2.006977654,0.044752042,0.146838845,Not significant,CNOT11
ENSG00000163162,1417.299965,0.244507401,0.106702027,2.291476085,0.021935894,0.086205398,Not significant,RNF149
ENSG00000196460,6.451808626,0.643228385,0.255566782,2.488536343,0.012827013,0.056517564,Not significant,RFX8
ENSG00000286101,3.891023351,-0.046113468,0.220666458,-0.208284096,0.835007149,0.923374285,Not significant,LOC105373514
ENSG00000071054,10171.4409,0.095394143,0.104452153,0.913281119,0.36109471,0.592956067,Not significant,MAP4K4
ENSG00000115590,3.495838686,0.511734466,0.225967946,2.246261515,0.024687262,0.09457551,Not significant,IL1R2
ENSG00000115594,153.0627058,0.504520648,0.165445408,3.047858486,0.002304784,0.013922012,Not significant,IL1R1
ENSG00000115604,923.4033053,0.402043102,0.115677534,3.475388665,0.000510114,0.003843079,Not significant,IL18R1
ENSG00000115607,605.2489593,-0.067217878,0.130043153,-0.516894928,0.605229508,0.783804637,Not significant,IL18RAP
ENSG00000180251,2.168174675,0.153336452,0.185257346,0.83978479,0.401029063,0.627745082,Not significant,SLC9A4
ENSG00000115616,648.4285926,0.068371232,0.123894725,0.551854865,0.581047794,0.768069637,Not significant,SLC9A2
ENSG00000135953,881.6659537,0.155148403,0.115924523,1.338349398,0.180782566,0.390746101,Not significant,MFSD9
ENSG00000170417,698.7353935,0.095774545,0.126354905,0.757984729,0.448460125,0.669572238,Not significant,TMEM182
ENSG00000286290,60.43850877,-0.791306836,0.209397755,-3.764865436,0.000166639,0.00144984,Not significant,
ENSG00000256637,3.814784816,0.289861884,0.2331079,1.24674888,0.21248959,0.432119402,Not significant,LINC01965
ENSG00000288565,1.976844667,0.074631576,0.192211314,0.388243915,0.697835537,0.845408603,Not significant,
ENSG00000233639,1.990228747,0.126847871,0.182347235,0.702623352,0.482290506,0.695585692,Not significant,PANTR1
ENSG00000269707,3.638799807,0.476483938,0.23045455,2.057636246,0.039625065,0.134789746,Not significant,
ENSG00000224509,7.307012111,0.186321283,0.257259919,0.72472845,0.468618638,0.684329142,Not significant,MRPS9-AS2
ENSG00000135972,955.0165128,0.054752231,0.111734913,0.4900222,0.62411819,0.797816837,Not significant,MRPS9
ENSG00000231851,4.307381729,-0.054744128,0.235872999,-0.23213195,0.81643553,0.913646258,Not significant,MRPS9-AS1
ENSG00000135973,5.653332024,0.598568399,0.252195404,2.350998169,0.018723126,0.076172094,Not significant,GPR45
ENSG00000272861,2.006089936,0.212090938,0.189050539,1.140523075,0.254068445,0.482478077,Not significant,
ENSG00000135966,1986.97873,-0.258131187,0.110229516,-2.341746164,0.019193764,0.077687917,Not significant,TGFBRAP1
ENSG00000235319,15.08380321,0.050838058,0.265145564,0.191726706,0.847956285,0.930040073,Not significant,TGFBRAP1-AS1
ENSG00000272994,429.0732454,0.085290516,0.14407212,0.592009122,0.55384448,0.750235127,Not significant,C2orf49-DT
ENSG00000135974,1547.910167,0.127040113,0.118906063,1.068407989,0.285336515,0.517892403,Not significant,C2orf49
ENSG00000115641,330.7528923,0.261057565,0.133210176,1.959618491,0.050040399,0.159631859,Not significant,FHL2
ENSG00000287308,85.81319697,0.81210061,0.198747352,4.075519907,4.59E-05,0.000455116,Not significant,
ENSG00000071051,361.2562116,0.346225724,0.139285579,2.485465069,0.012938228,0.056942082,Not significant,NCK2
ENSG00000234162,17.0585035,1.060533026,0.265864123,3.903214388,9.49E-05,0.000876317,Up,LOC105373530
ENSG00000115652,1042.172595,0.034854784,0.117899714,0.295632255,0.767510938,0.883781826,Not significant,UXS1
ENSG00000153165,12.57490673,0.157201345,0.267627338,0.587007651,0.557198569,0.75220661,Not significant,RGPD3
ENSG00000237666,2.328883238,-0.135634094,0.196244758,-0.694792455,0.487185377,0.699564479,Not significant,
ENSG00000254126,41.13212128,-0.253472044,0.231343432,-1.094922804,0.273550458,0.504344252,Not significant,CD8B2
ENSG00000214199,5.13167831,0.523956011,0.248669732,2.093020344,0.036347338,0.126467163,Not significant,EEF1A1P12
ENSG00000144057,2.182641274,0.10216835,0.194506674,0.528527563,0.597133221,0.779611309,Not significant,ST6GAL2
ENSG00000229457,3.355012842,0.17711365,0.218704263,0.816104554,0.414440339,0.639710262,Not significant,LINC01789
ENSG00000225588,77.0107015,0.166303517,0.204581943,0.812697991,0.416391233,0.641533979,Not significant,
ENSG00000237880,4525.097377,0.401863657,0.107739291,3.729932491,0.000191531,0.001639881,Not significant,LINC01885
ENSG00000232991,5.064399477,-0.113447642,0.240826445,-0.472643621,0.636467456,0.806099008,Not significant,GACAT1
ENSG00000196862,28.30362223,0.346783863,0.250072096,1.385578141,0.165875757,0.369366522,Not significant,RGPD4
ENSG00000225328,2.819997365,0.232775315,0.210907623,1.111541917,0.266335158,0.496249266,Not significant,LINC01594
ENSG00000196228,6.780743948,-0.116900595,0.254482515,-0.459359451,0.645976062,0.810856591,Not significant,SULT1C3
ENSG00000198203,58.82689535,1.384016082,0.216752587,6.297348918,3.03E-10,7.39E-09,Up,SULT1C2
ENSG00000237223,5.811234678,0.416948378,0.251110194,1.659810893,0.096952502,0.257337944,Not significant,SULT1C5P
ENSG00000198075,72.7672061,-0.391297687,0.201326775,-1.942360672,0.052093453,0.164243051,Not significant,SULT1C4
ENSG00000135968,3404.875335,0.135879985,0.108540776,1.25188026,0.210613499,0.429864571,Not significant,GCC2
ENSG00000214184,182.3306396,0.023105188,0.144676775,0.159703889,0.873114337,0.94167666,Not significant,GCC2-AS1
ENSG00000169756,8244.139295,-0.099244684,0.105822263,-0.937843616,0.348324783,0.580238282,Not significant,LIMS1
ENSG00000153201,12165.58326,0.234920433,0.106743504,2.200792555,0.027750713,0.103113823,Not significant,RANBP2
ENSG00000163006,2008.672082,-0.160662109,0.111717834,-1.438103583,0.150404666,0.347336525,Not significant,CCDC138
ENSG00000135960,13.03524328,0.162752433,0.267636041,0.607613366,0.543443934,0.742890993,Not significant,EDAR
ENSG00000172985,8.584791214,0.04966616,0.265660666,0.186833285,0.851791349,0.931516897,Not significant,SH3RF3
ENSG00000186522,3.764194762,0.214675156,0.227503312,0.943622933,0.345362369,0.577602048,Not significant,SEPTIN10
ENSG00000144061,21.84416021,1.53313701,0.261412812,5.561025608,2.68E-08,4.91E-07,Up,NPHP1
ENSG00000175701,166.2985351,0.301199619,0.149217955,2.018131293,0.043577589,0.144096395,Not significant,MTLN
ENSG00000216867,61.25917346,0.061122734,0.207079506,0.295142813,0.767884785,0.884079397,Not significant,RPL22P12
ENSG00000169679,9074.747725,0.143248392,0.107415644,1.333589717,0.182338355,0.3927051,Not significant,BUB1
ENSG00000153093,86.42597844,1.526474792,0.197177199,7.649347238,2.02E-14,7.79E-13,Up,ACOXL
ENSG00000172965,4702.263757,0.040297196,0.111285285,0.36210751,0.717271691,0.857115239,Not significant,MIR4435-2HG
ENSG00000153107,6022.623231,0.085704129,0.110866376,0.773040491,0.439498418,0.661392012,Not significant,ANAPC1
ENSG00000236307,20.26284935,0.469022779,0.260825544,1.793725216,0.072857038,0.209604235,Not significant,EEF1E1P1
ENSG00000153208,1137.478904,0.161182354,0.114876093,1.403089662,0.160590104,0.361981499,Not significant,MERTK
ENSG00000286904,63.06428443,0.193570307,0.206878106,0.935541345,0.349509387,0.580979872,Not significant,
ENSG00000153214,2371.211175,0.046069127,0.117822668,0.391004932,0.69579359,0.844700706,Not significant,TMEM87B
ENSG00000144152,19.33959776,0.578802218,0.265321917,2.175633495,0.029582677,0.108517041,Not significant,FBLN7
ENSG00000144161,1531.261913,0.134050268,0.105505089,1.270556426,0.203886497,0.421777882,Not significant,ZC3H8
ENSG00000188177,602.1603846,0.226393812,0.114254823,1.981424445,0.047543695,0.153413708,Not significant,ZC3H6
ENSG00000169629,18.57199991,0.563341162,0.262649929,2.135868094,0.032690167,0.11683849,Not significant,RGPD8
ENSG00000283698,4.454457522,0.216221834,0.241009171,0.896651456,0.369904932,0.600811163,Not significant,VINAC1P
ENSG00000114999,5100.715845,0.221209559,0.10631066,2.080780636,0.037453989,0.129377295,Not significant,TTL
ENSG00000125630,3171.06303,0.364663501,0.107124156,3.404083556,0.000663864,0.004813593,Not significant,POLR1B
ENSG00000125611,492.7021071,-0.155712068,0.120432454,-1.29293652,0.196033015,0.412233477,Not significant,CHCHD5
ENSG00000243389,68.34059991,0.2292224,0.202816205,1.130070597,0.258446478,0.487648479,Not significant,
ENSG00000237753,65.59810238,0.337956887,0.200228553,1.686801715,0.091641486,0.247036375,Not significant,SLC20A1-DT
ENSG00000144136,8974.401861,0.05303216,0.107797828,0.491959751,0.622747797,0.797008961,Not significant,SLC20A1
ENSG00000144130,487.3258211,-0.300786512,0.124632492,-2.413262656,0.015810421,0.066512608,Not significant,NT5DC4
ENSG00000169607,1251.611605,0.020802265,0.11956662,0.17398176,0.861879797,0.936195234,Not significant,CKAP2L
ENSG00000115008,20.61830252,0.23233429,0.257890032,0.900554039,0.367825481,0.59861845,Not significant,IL1A
ENSG00000287937,7.066631574,0.040640559,0.212847459,0.190858611,0.848636368,0.930332414,Not significant,LOC124907871
ENSG00000125538,8.032912324,0.086354767,0.262127427,0.329938053,0.74144677,0.870342982,Not significant,IL1B
ENSG00000280228,8.451415016,-0.49595735,0.262271281,-1.885326901,0.059385716,0.181072849,Not significant,AMANZI
ENSG00000180152,6.00631266,-0.284082023,0.254461222,-1.116477739,0.264217694,0.494356662,Not significant,XIAPP3
ENSG00000125571,5.835013628,0.254655419,0.253899527,1.003520389,0.315609845,0.54852757,Not significant,IL37
ENSG00000136688,3.623087492,0.323605464,0.227700471,1.42378778,0.154507914,0.353297129,Not significant,IL36G
ENSG00000136696,6.47354412,0.41469747,0.257953016,1.603850644,0.108746978,0.277828337,Not significant,IL36B
ENSG00000125637,3474.457044,-0.063840444,0.10827928,-0.589591352,0.555464651,0.750934599,Not significant,PSD4
ENSG00000189223,12.48892508,0.058492812,0.267460266,0.218799006,0.826806621,0.91890508,Not significant,PAX8-AS1
ENSG00000234997,22.53652053,0.415433814,0.25551086,1.622424822,0.104712418,0.271199497,Not significant,LINC02966
ENSG00000136682,1653.043345,-0.067090565,0.116482788,-0.575971027,0.564634765,0.757958231,Not significant,ZNG1B
ENSG00000184492,30.45947957,0.205916265,0.244540664,0.841975364,0.399801744,0.626390595,Not significant,FOXD4L1
ENSG00000231943,58.16640566,0.137027298,0.21502792,0.637174497,0.524011188,0.729208414,Not significant,LOC124906859
ENSG00000225398,33.62573644,0.179149887,0.235369183,0.760862532,0.44673918,0.668218518,Not significant,PGM5P4
ENSG00000226516,3.337401518,-0.20475423,0.225607735,-0.91008834,0.362775923,0.594018753,Not significant,FAM138B
ENSG00000287165,9.228734659,0.271108346,0.264313706,1.023747747,0.305954437,0.539611185,Not significant,
ENSG00000146556,1602.188505,0.387283915,0.120334776,3.218315305,0.00128946,0.008526391,Not significant,WASH2P
ENSG00000236397,420.9233736,0.143821473,0.136921378,1.050394722,0.293536671,0.526371763,Not significant,DDX11L2
ENSG00000279267,20.84981846,-0.384515138,0.256824739,-1.494064501,0.135158761,0.323508127,Not significant,
ENSG00000240356,275.2582125,0.023914412,0.14159112,0.168901867,0.865873831,0.938227336,Not significant,RPL23AP7
ENSG00000144134,227.4608436,0.681170186,0.158790607,4.286760119,1.81E-05,0.000197154,Not significant,RABL2A
ENSG00000144158,9.31860476,-0.328128702,0.265954968,-1.23211175,0.217907343,0.439124294,Not significant,SNRPA1P1
ENSG00000227359,29.87327639,0.126106682,0.24417832,0.516199804,0.605714867,0.784119224,Not significant,LINC02936
ENSG00000115084,3121.462809,0.075073403,0.113582284,0.660961326,0.508637116,0.717418027,Not significant,SLC35F5
ENSG00000244063,6.409959557,-0.127058264,0.253550193,-0.500492971,0.616728004,0.792084069,Not significant,
ENSG00000228857,9.266708065,0.182601958,0.265907541,0.686217121,0.492576203,0.704275776,Not significant,ACTR3-AS1
ENSG00000270019,34.33784103,0.421964666,0.235667889,1.787655109,0.073831669,0.211560554,Not significant,
ENSG00000115091,14423.71494,-0.034942252,0.108570995,-0.321837902,0.747575499,0.87328752,Not significant,ACTR3
ENSG00000234199,23.54460248,-0.085010136,0.251510419,-0.337969534,0.735386147,0.866703922,Not significant,LINC01191
ENSG00000175497,36.38057992,0.87353664,0.237521245,3.652256605,0.000259946,0.002150896,Not significant,DPP10
ENSG00000238207,1.825884324,0.266051496,0.186557411,1.445828456,0.148225323,0.34402359,Not significant,LOC124907878
ENSG00000088205,6852.603936,0.15210417,0.106730317,1.425125846,0.154120827,0.352553245,Not significant,DDX18
ENSG00000236255,257.7796788,0.078439395,0.200362882,0.391484184,0.695439377,0.844553988,Not significant,
ENSG00000125631,24.47531086,0.341315427,0.2514059,1.355499155,0.175258578,0.38321538,Not significant,HTR5BP
ENSG00000125633,680.6822467,0.041448287,0.117547,0.352612522,0.724378949,0.860907183,Not significant,CCDC93
ENSG00000235066,2.628601019,0.070252172,0.20925619,0.335276453,0.737416554,0.867695493,Not significant,LOC102723413
ENSG00000125629,723.6993315,-0.095690045,0.123603801,-0.774172344,0.438828881,0.66077392,Not significant,INSIG2
ENSG00000226856,133.9950713,0.848191985,0.161141079,5.252824629,1.50E-07,2.39E-06,Not significant,LOC124907879
ENSG00000258910,7.952010743,0.341348161,0.262063633,1.300663529,0.193373651,0.408426188,Not significant,LINC01956
ENSG00000163064,152.6901884,0.990052987,0.177397563,5.568848312,2.56E-08,4.71E-07,Not significant,EN1
ENSG00000115107,416.4391997,-0.135727137,0.127635994,-1.063387361,0.287606322,0.520524919,Not significant,STEAP3
ENSG00000229867,25.50397933,0.986131921,0.252908915,3.848057258,0.000119058,0.001073673,Not significant,STEAP3-AS1
ENSG00000186132,269.2162135,0.026522433,0.136769149,0.19391765,0.846240363,0.929266957,Not significant,C2orf76
ENSG00000155368,635.9664652,0.127342474,0.112744085,1.129479213,0.258695733,0.487918457,Not significant,DBI
ENSG00000171227,62.88382645,1.348042737,0.210408491,6.329100425,2.47E-10,6.07E-09,Up,TMEM37
ENSG00000080293,18.99619127,1.266358792,0.263698398,4.639730123,3.49E-06,4.42E-05,Up,SCTR
ENSG00000163075,94.92244185,0.944134573,0.185016616,5.084912075,3.68E-07,5.51E-06,Not significant,CFAP221
ENSG00000144120,623.7379509,0.205872001,0.129539247,1.589243081,0.112005524,0.283474273,Not significant,TMEM177
ENSG00000088179,1180.77653,-0.098561713,0.114853931,-0.858148427,0.39081051,0.618375148,Not significant,PTPN4
