Gene_ID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,type,Gene_Symbol
ENSG00000223972,1.989853101,-0.211944,0.187423745,-1.146706467,0.251502957,0.480023093,Not significant,DDX11L1
ENSG00000227232,1088.23095,-0.01932663,0.116015513,-0.166587156,0.8676949,0.939403195,Not significant,WASH7P
ENSG00000243485,27.28118843,0.229438418,0.250831322,0.914547486,0.360429238,0.592392078,Not significant,MIR1302-2HG
ENSG00000237613,2.834730327,0.294260134,0.210406224,1.418670152,0.155995203,0.355354196,Not significant,FAM138A
ENSG00000268020,2.313183681,0.360080739,0.199106332,1.818210883,0.069031907,0.201885601,Not significant,OR4G4P
ENSG00000240361,12.95842296,-0.081162528,0.267145945,-0.303850302,0.761241942,0.881154021,Not significant,OR4G11P
ENSG00000186092,8.717507477,0.397023943,0.263727007,1.500338066,0.133526854,0.320570478,Not significant,OR4F5
ENSG00000238009,264.7872065,0.110548794,0.139888541,0.790258808,0.429376638,0.652872974,Not significant,
ENSG00000233750,15.06963209,-0.349781237,0.26493281,-1.317416701,0.187698986,0.400199248,Not significant,CICP27
ENSG00000268903,158.7023047,-0.598560755,0.162873993,-3.672153584,0.000240515,0.002008196,Not significant,
ENSG00000269981,293.3473099,-0.470216949,0.144889359,-3.244587711,0.001176208,0.007886462,Not significant,
ENSG00000239906,19.7280826,-0.648819032,0.258458993,-2.494142539,0.012626183,0.055814627,Not significant,
ENSG00000241860,72.5462696,-0.318615053,0.19804241,-1.608247296,0.107781028,0.276312894,Not significant,
ENSG00000279928,10.79525697,-0.152989557,0.267448611,-0.571927001,0.567371431,0.759653708,Not significant,DDX11L17
ENSG00000279457,680.2241098,0.097570859,0.127429728,0.765686321,0.443862968,0.6655193,Not significant,WASH9P
ENSG00000228463,296.3839533,0.465993839,0.136234365,3.419652328,0.000627012,0.004578401,Not significant,RPL23AP21
ENSG00000237094,549.9407802,-0.505348162,0.115351933,-4.380251937,1.19E-05,0.000133982,Not significant,
ENSG00000230021,315.4768888,0.10995162,0.14448238,0.760998422,0.44665801,0.6681406,Not significant,
ENSG00000228794,1761.490747,0.001333704,0.109420173,0.012188856,0.990274941,0.999120575,Not significant,LINC01128
ENSG00000288531,3.503206319,-0.034479635,0.226809491,-0.152200446,0.879028842,0.94384695,Not significant,
ENSG00000272438,142.9903064,1.710302229,0.180364682,9.394639427,5.74E-21,4.12E-19,Up,
ENSG00000223764,73.10915954,2.742411621,0.221199385,11.30691254,1.21E-29,1.76E-27,Up,LINC02593
ENSG00000187634,148.2428403,2.101451562,0.175658576,11.76681232,5.79E-32,9.64E-30,Up,SAMD11
ENSG00000188976,15184.20354,0.068984986,0.107764635,0.640145088,0.522078278,0.727755076,Not significant,NOC2L
ENSG00000187961,1772.746364,0.414315969,0.118781051,3.487980968,0.000486683,0.003694415,Not significant,KLHL17
ENSG00000187583,31.56066689,0.68962846,0.241363959,2.843801901,0.004457875,0.023944147,Not significant,PLEKHN1
ENSG00000187642,3.631955647,-0.261274675,0.230545017,-1.135233079,0.256277673,0.485081605,Not significant,PERM1
ENSG00000272512,100.1379909,0.846185652,0.18386697,4.590045125,4.43E-06,5.46E-05,Not significant,
ENSG00000188290,681.6299984,0.667864906,0.124972322,5.343010759,9.14E-08,1.53E-06,Not significant,HES4
ENSG00000187608,453.6498064,-0.097496373,0.119469831,-0.816077421,0.414455857,0.639710262,Not significant,ISG15
ENSG00000188157,13604.3244,0.010989601,0.107500716,0.102228248,0.918575507,0.96174064,Not significant,AGRN
ENSG00000217801,291.845506,0.366079145,0.140589077,2.603510465,0.009227445,0.043466222,Not significant,
ENSG00000237330,2.958335555,0.00309578,0.210324402,0.014694422,0.988275969,0.99909157,Not significant,RNF223
ENSG00000131591,2290.508397,-0.024348458,0.111705794,-0.217969974,0.827452506,0.919222766,Not significant,C1orf159
ENSG00000162571,10.09655021,0.929403956,0.266552405,3.394446238,0.000687675,0.004962097,Not significant,TTLL10
ENSG00000186891,3.330967528,0.264429268,0.223586904,1.188508833,0.234633002,0.460291737,Not significant,TNFRSF18
ENSG00000186827,3.773615258,-0.027873655,0.229435203,-0.121270004,0.903477178,0.954048649,Not significant,TNFRSF4
ENSG00000078808,6471.958439,0.041551231,0.113773738,0.36520971,0.714954871,0.85605363,Not significant,SDF4
ENSG00000176022,1008.314179,-0.31980008,0.110337278,-2.898311499,0.003751778,0.020813217,Not significant,B3GALT6
ENSG00000184163,85.89239102,0.373601365,0.18718385,1.994785112,0.046066322,0.150122244,Not significant,C1QTNF12
ENSG00000260179,25.47840923,-0.022433501,0.256218473,-0.087541085,0.930241429,0.967636377,Not significant,
ENSG00000160087,4307.576377,-0.045944129,0.112524664,-0.408303076,0.683051181,0.836049115,Not significant,UBE2J2
ENSG00000230415,81.41886534,0.087616892,0.192809053,0.454477459,0.649485213,0.813116797,Not significant,LINC01786
ENSG00000162572,197.3062088,0.334265675,0.150504371,2.220551083,0.026381382,0.099228961,Not significant,SCNN1D
ENSG00000131584,3519.120162,-0.368106797,0.12012776,-3.06426886,0.002182027,0.013299369,Not significant,ACAP3
ENSG00000169972,486.3783829,-0.026982494,0.13807081,-0.195427932,0.845057952,0.928767476,Not significant,PUSL1
ENSG00000127054,7670.095116,-0.035146614,0.107703108,-0.326328863,0.744175553,0.871675886,Not significant,INTS11
ENSG00000224051,750.8490119,-0.247904915,0.119095318,-2.081527099,0.037385686,0.129228631,Not significant,CPTP
ENSG00000169962,44.77857469,-0.023464943,0.232137366,-0.101063307,0.919500205,0.961869414,Not significant,TAS1R3
ENSG00000107404,5486.484658,-0.011991517,0.118322047,-0.101346629,0.919275302,0.961869414,Not significant,DVL1
ENSG00000162576,1827.55731,-0.052896319,0.120285029,-0.439759371,0.660111397,0.819982683,Not significant,MXRA8
ENSG00000175756,4317.306955,0.084562972,0.107788791,0.784525372,0.4327319,0.655502248,Not significant,AURKAIP1
ENSG00000223663,3.80329089,0.214513858,0.227725002,0.943900972,0.345220255,0.577452939,Not significant,NDUFB4P8
ENSG00000221978,9715.098121,-0.192961856,0.11690599,-1.650572157,0.098825968,0.261019197,Not significant,CCNL2
ENSG00000224870,1558.547061,0.075836607,0.118835733,0.638163764,0.523367082,0.728844171,Not significant,MRPL20-AS1
ENSG00000242485,3534.060023,-0.026727676,0.107876172,-0.247762645,0.804318059,0.905828572,Not significant,MRPL20
ENSG00000272455,179.3516368,0.331049981,0.156544621,2.114417921,0.034479588,0.121532748,Not significant,MRPL20-DT
ENSG00000205116,7.659547382,0.197475626,0.262138008,0.753592012,0.451094242,0.671363757,Not significant,TMEM88B
ENSG00000225285,80.33752398,0.640739195,0.194762027,3.283818085,0.00102411,0.006966252,Not significant,LINC01770
ENSG00000179403,302.1055777,0.569116076,0.13915449,4.088370412,4.34E-05,0.00043381,Not significant,VWA1
ENSG00000215915,7.785287796,0.624557024,0.260586998,2.381460397,0.017244145,0.071239835,Not significant,ATAD3C
ENSG00000160072,5234.201244,0.176165794,0.115135148,1.530077313,0.125997593,0.307769133,Not significant,ATAD3B
ENSG00000284740,13.85592026,0.377962395,0.267443772,1.412139142,0.157908996,0.358233345,Not significant,
ENSG00000197785,5945.336008,0.072186023,0.110354114,0.654131254,0.513027247,0.720937067,Not significant,ATAD3A
ENSG00000205090,138.6029537,-0.382730071,0.173011064,-2.211400499,0.027008115,0.10097502,Not significant,TMEM240
ENSG00000160075,5706.625043,0.00848645,0.105640794,0.080333155,0.935972289,0.970303238,Not significant,SSU72
ENSG00000215014,88.90423008,0.363666784,0.18050386,2.013697874,0.044041263,0.145170012,Not significant,SSU72-AS1
ENSG00000228594,500.5780878,0.863643262,0.128318263,6.727139913,1.73E-11,4.95E-10,Not significant,FNDC10
ENSG00000286989,69.9847994,0.425299833,0.19608411,2.16705047,0.030231006,0.110261596,Not significant,
ENSG00000272106,320.2265,0.157623104,0.131670324,1.197077218,0.231276459,0.455847527,Not significant,
ENSG00000197530,1521.775156,-0.335352683,0.12659021,-2.649075865,0.008071221,0.038937753,Not significant,MIB2
ENSG00000189409,13.60834443,-0.23336088,0.266385012,-0.875332363,0.38139309,0.610488132,Not significant,MMP23B
ENSG00000248333,3303.186217,-0.049917939,0.105705219,-0.472237726,0.636757114,0.806099008,Not significant,CDK11B
ENSG00000272004,20.65280683,0.084006089,0.257096033,0.326858453,0.743774946,0.871498968,Not significant,
ENSG00000189339,5345.116957,-0.330277545,0.109098407,-3.027323567,0.002467297,0.014729423,Not significant,SLC35E2B
ENSG00000215914,5.965051158,-0.640993683,0.253389998,-2.499922697,0.012422041,0.055193571,Not significant,MMP23A
ENSG00000008128,36.96787807,0.068150711,0.233388832,0.291990525,0.770293868,0.885566243,Not significant,CDK11A
ENSG00000268575,12.5028548,-0.181472271,0.267625646,-0.678148355,0.497677634,0.70886663,Not significant,
ENSG00000215790,327.656067,-0.178444063,0.13003084,-1.372300753,0.169969831,0.375499162,Not significant,SLC35E2A
ENSG00000008130,6162.495778,-0.207481403,0.11016081,-1.883439331,0.059640854,0.181585736,Not significant,NADK
ENSG00000078369,17162.50966,-0.072247001,0.108501897,-0.665859507,0.505500905,0.714858907,Not significant,GNB1
ENSG00000231050,20.11677508,0.604877106,0.260635014,2.30756388,0.021023405,0.083461612,Not significant,GNB1-DT
ENSG00000169885,4.77680097,0.148993537,0.244107189,0.609764754,0.542017652,0.741998522,Not significant,CALML6
ENSG00000178821,236.0106085,0.664297346,0.145206132,4.571948113,4.83E-06,5.91E-05,Not significant,TMEM52
ENSG00000142609,23.45870199,1.081627629,0.2602494,4.08671181,4.38E-05,0.000436732,Up,CFAP74
ENSG00000187730,3.302611881,0.193509326,0.220394714,0.87968981,0.379027371,0.608437012,Not significant,GABRD
ENSG00000067606,348.5703882,0.604101151,0.131344744,4.59775894,4.27E-06,5.28E-05,Not significant,PRKCZ
ENSG00000162585,2336.066808,0.059643555,0.105252694,0.566671121,0.570937645,0.762511201,Not significant,FAAP20
ENSG00000234396,30.57912221,0.215525261,0.24238892,0.888544415,0.374247975,0.604065045,Not significant,
ENSG00000157933,4242.734659,0.067266718,0.105165568,0.63962735,0.522414897,0.728047641,Not significant,SKI
ENSG00000287356,9.93182015,0.305019747,0.266055421,1.144808261,0.252288593,0.480595952,Not significant,LOC124903824
ENSG00000116151,849.276191,0.414175767,0.117157561,3.534986263,0.000407796,0.003169941,Not significant,MORN1
ENSG00000157916,5248.227617,-0.051620526,0.108999753,-0.473584204,0.635796442,0.805543154,Not significant,RER1
ENSG00000157911,601.1736251,0.069247772,0.132841005,0.521286067,0.602167506,0.782162488,Not significant,PEX10
ENSG00000149527,6.750032093,0.185968097,0.257648464,0.720636344,0.471133287,0.686735643,Not significant,PLCH2
ENSG00000157881,1699.04107,-0.336781848,0.112288095,-2.999211552,0.002706793,0.015826129,Not significant,PANK4
ENSG00000272449,50.63791711,0.129192743,0.264734911,0.488149783,0.625443751,0.798502418,Not significant,
ENSG00000238164,14.95357402,-0.14704125,0.265729498,-0.553285864,0.580067679,0.767434082,Not significant,TNFRSF14-AS1
ENSG00000157873,130.9139747,-1.064480532,0.180121917,-5.891059148,3.84E-09,8.04E-08,Down,TNFRSF14
ENSG00000228037,7.663266917,0.510064345,0.261280173,1.945244136,0.051745602,0.163550267,Not significant,
ENSG00000157870,1109.123809,0.216277181,0.116106351,1.862739173,0.062498972,0.18765208,Not significant,PRXL2B
ENSG00000142606,12.27468389,0.742624237,0.267643354,2.744632223,0.006057875,0.030809615,Not significant,MMEL1
ENSG00000215912,29.85588415,0.161030127,0.241104934,0.667719802,0.504312467,0.714173512,Not significant,TTC34
ENSG00000142611,16.75151056,1.225127916,0.265747895,4.450911226,8.55E-06,9.98E-05,Up,PRDM16
ENSG00000130762,98.32282352,1.026552923,0.181550765,5.630541081,1.80E-08,3.37E-07,Up,ARHGEF16
ENSG00000162591,359.7648901,1.008367959,0.14296074,7.046620109,1.83E-12,5.78E-11,Up,MEGF6
ENSG00000238260,15.24972504,0.281413411,0.265782726,1.057581077,0.290246473,0.523081056,Not significant,
ENSG00000158109,934.0345698,0.213728441,0.109558012,1.950796253,0.051081288,0.162141985,Not significant,TPRG1L
ENSG00000116213,1747.215112,0.136208056,0.121606878,1.120067736,0.262684898,0.492527432,Not significant,WRAP73
ENSG00000078900,835.4221626,-0.027948474,0.120691853,-0.231569911,0.81687208,0.913819083,Not significant,TP73
ENSG00000227372,3726.882601,-0.215299545,0.108672536,-1.98117339,0.047571832,0.153482949,Not significant,GFOD3P
ENSG00000162592,353.7459257,0.065090535,0.135194856,0.48144716,0.630198725,0.801500322,Not significant,CCDC27
ENSG00000235169,911.6858598,-0.270022305,0.110199207,-2.45026169,0.014275242,0.061553109,Not significant,SMIM1
ENSG00000130764,4674.00859,-0.0751347,0.110620229,-0.679213891,0.497002347,0.708212105,Not significant,LRRC47
ENSG00000116198,2955.173572,-0.176432978,0.109888134,-1.605566765,0.108369133,0.277387254,Not significant,CEP104
ENSG00000169598,1161.31652,0.248988705,0.118014891,2.109786698,0.034876733,0.12251912,Not significant,DFFB
ENSG00000198912,2064.156712,0.047206649,0.104750596,0.450657456,0.652236449,0.814825702,Not significant,C1orf174
ENSG00000236423,82.5276047,0.463026556,0.187438772,2.468171696,0.013580516,0.059336966,Not significant,LINC01134
ENSG00000284668,2321.618708,-0.035079776,0.112448332,-0.311964191,0.755067737,0.877705974,Not significant,LINC02780
ENSG00000284703,124.2672561,0.402359792,0.165539766,2.429513723,0.015119093,0.064279963,Not significant,
ENSG00000196581,2.511535773,0.317584376,0.204961935,1.569980591,0.116419627,0.291531188,Not significant,AJAP1
ENSG00000236948,5.731324132,0.095930537,0.247033392,0.389636253,0.696805541,0.844832861,Not significant,
ENSG00000131697,1687.128716,0.083210363,0.12030119,0.691684552,0.48913545,0.701366807,Not significant,NPHP4
ENSG00000069424,1293.384904,0.408509498,0.114562523,3.565697365,0.00036289,0.00286957,Not significant,KCNAB2
ENSG00000116254,38.68111102,0.505729735,0.227711799,2.216141572,0.026681808,0.099982809,Not significant,CHD5
ENSG00000285629,2.521734396,-0.184598324,0.208698455,-0.889620222,0.373669844,0.603640726,Not significant,
ENSG00000116251,692.0027791,0.142371951,0.12878927,1.105466799,0.268957373,0.498710623,Not significant,RPL22
ENSG00000158286,855.2509468,0.010684916,0.128946685,0.082863977,0.933959697,0.969372708,Not significant,RNF207
ENSG00000116237,4815.971109,0.041326915,0.106323409,0.388690835,0.697504863,0.845141676,Not significant,ICMT
ENSG00000225077,36.52375705,0.822508406,0.243975941,3.354072185,0.000796316,0.005631809,Not significant,ICMT-DT
ENSG00000158292,250.4314287,0.437694804,0.14362307,3.046756688,0.002313249,0.013969469,Not significant,GPR153
ENSG00000097021,2574.155726,0.395603378,0.108033854,3.661785916,0.000250463,0.002082932,Not significant,ACOT7
ENSG00000271746,17.78450027,-0.149244013,0.262021434,-0.569540606,0.568989322,0.761014939,Not significant,
ENSG00000069812,101.8384755,2.537961236,0.20442674,11.86154871,1.87E-32,3.21E-30,Up,HES2
ENSG00000187017,533.3436543,0.173914071,0.130048536,1.337278341,0.181131798,0.39116978,Not significant,ESPN
ENSG00000215788,6.847580243,0.392865584,0.257954775,1.522955096,0.12776994,0.310543084,Not significant,TNFRSF25
ENSG00000171680,28.66028395,1.783120836,0.254172809,6.589153641,4.42E-11,1.20E-09,Up,PLEKHG5
ENSG00000162408,4613.030186,0.072197849,0.106841441,0.675747886,0.499200727,0.710387955,Not significant,NOL9
ENSG00000173662,262.0741175,-0.214458617,0.140567209,-1.525610396,0.127106922,0.309425028,Not significant,TAS1R1
ENSG00000204859,2041.150774,0.045429077,0.108409619,0.41905077,0.675179028,0.83066144,Not significant,ZBTB48
ENSG00000162413,4131.15663,0.214906245,0.108981854,1.971941625,0.048616271,0.156041999,Not significant,KLHL21
ENSG00000116273,2441.348921,-0.119185045,0.108352317,-1.099978294,0.271341579,0.501860848,Not significant,PHF13
ENSG00000041988,517.0272383,-0.108305191,0.123354095,-0.878001343,0.37994299,0.609191963,Not significant,THAP3
ENSG00000007923,5543.134524,0.126725696,0.109688909,1.155319401,0.247959654,0.475554372,Not significant,DNAJC11
ENSG00000284744,3.319174776,0.171361476,0.129937872,1.794879431,0.072672912,0.209205483,Not significant,
ENSG00000237436,28.60046328,0.185907782,0.246084896,0.755358876,0.450033681,0.670294644,Not significant,CAMTA1-DT
ENSG00000171735,1995.306169,0.249095848,0.1044382,2.385084373,0.017075205,0.070719909,Not significant,CAMTA1
ENSG00000049245,3067.543269,0.114892503,0.110572269,1.039072174,0.298771171,0.532348323,Not significant,VAMP3
ENSG00000049246,1412.011989,-0.045127922,0.112996668,-0.399375135,0.689616812,0.840771216,Not significant,PER3
ENSG00000049247,3.479557829,0.220333396,0.222821969,0.992173823,0.32111274,0.553854254,Not significant,UTS2
ENSG00000049249,26.59706972,0.65471928,0.254341094,2.563650904,0.010357766,0.047752961,Not significant,TNFRSF9
ENSG00000116288,10620.84549,-0.108100165,0.106176979,-1.018113114,0.308624204,0.542021075,Not significant,PARK7
ENSG00000284747,71.16181068,-0.173601431,0.202444147,-0.857430596,0.391206956,0.618789388,Not significant,
ENSG00000116285,483.067301,0.415738712,0.132822569,3.129707029,0.001749807,0.011036802,Not significant,ERRFI1
ENSG00000238290,10.80035985,0.283841378,0.267630703,1.059400317,0.289417505,0.522091799,Not significant,ERRFI1-DT
ENSG00000142599,7493.484203,-0.117628763,0.106654363,-1.102897459,0.270071698,0.500198609,Not significant,RERE
ENSG00000074800,66146.4254,-0.13753627,0.106711612,-1.288859512,0.197446932,0.413614331,Not significant,ENO1
ENSG00000230679,8.830187841,0.291430298,0.262801964,1.109090958,0.267390945,0.497015786,Not significant,ENO1-AS1
ENSG00000131686,4.040550582,-0.067364516,0.230527927,-0.292999301,0.769522686,0.885033899,Not significant,CA6
ENSG00000142583,12.80025763,0.557277349,0.267643958,2.074191173,0.03806156,0.130983753,Not significant,SLC2A5
ENSG00000180758,42.7030148,1.453174217,0.234182001,6.072057109,1.26E-09,2.85E-08,Up,GPR157
ENSG00000228526,4.770819598,0.313406418,0.239130216,1.311688395,0.189625294,0.402923063,Not significant,MIR34AHG
ENSG00000049239,977.0152338,-0.597638678,0.116528574,-5.128139994,2.93E-07,4.46E-06,Not significant,H6PD
ENSG00000171621,23.96159995,0.999695181,0.260606677,3.78730298,0.000152291,0.00133563,Not significant,SPSB1
ENSG00000284693,6.750824054,0.284383525,0.257276817,1.103643589,0.269747775,0.499739125,Not significant,LINC02606
ENSG00000171612,2024.196359,-0.007189745,0.11158859,-0.064430994,0.948627051,0.977600233,Not significant,SLC25A33
ENSG00000188807,2236.491383,0.062514223,0.118126729,0.529214672,0.59665654,0.779272098,Not significant,TMEM201
ENSG00000171608,2735.319452,0.067516348,0.107677101,0.627027061,0.530641497,0.734213303,Not significant,PIK3CD
ENSG00000171603,5002.777646,0.373417828,0.104765518,3.564295963,0.000364834,0.002881801,Not significant,CLSTN1
ENSG00000178585,1051.443951,-0.342177996,0.11145795,-3.069923437,0.002141137,0.013084763,Not significant,CTNNBIP1
ENSG00000162441,2730.312753,0.043257753,0.112817878,0.383430836,0.701400344,0.84744858,Not significant,LZIC
ENSG00000173614,736.5396153,-0.007152063,0.120624747,-0.059292307,0.952719288,0.979657158,Not significant,NMNAT1
ENSG00000162444,3.328629887,0.00238914,0.221021742,0.010817404,0.991369129,0.999227338,Not significant,RBP7
ENSG00000130939,9273.318613,-0.050261695,0.10682337,-0.470512391,0.637988984,0.806683858,Not significant,UBE4B
ENSG00000054523,5769.008931,0.271172067,0.109685543,2.472262432,0.013426092,0.058729247,Not significant,KIF1B
ENSG00000284735,83.18218324,0.280035865,0.198298424,1.411854767,0.157992729,0.358341419,Not significant,
ENSG00000284642,42.58573252,0.37945529,0.221605552,1.710263853,0.087217093,0.238836177,Not significant,
ENSG00000142657,11790.70801,-0.162015211,0.108586403,-1.492039395,0.135688818,0.324438883,Not significant,PGD
ENSG00000251503,55.35386044,0.287067047,0.211910659,1.353763926,0.175811706,0.384157605,Not significant,CENPS-CORT
ENSG00000160049,4523.467196,0.283700003,0.104445511,2.716238344,0.006602836,0.033004128,Not significant,DFFA
ENSG00000142655,3156.952409,-0.223872037,0.110911084,-2.01847657,0.043541652,0.143998284,Not significant,PEX14
ENSG00000130940,257.5283103,1.494430995,0.142429713,10.45344026,1.41E-25,1.50E-23,Up,CASZ1
ENSG00000175262,6.622267096,0.478760217,0.255832887,1.86593809,0.062050028,0.186621144,Not significant,CIROZ
ENSG00000120948,13034.3984,-0.141605427,0.110678335,-1.279432287,0.20074487,0.417629301,Not significant,TARDBP
ENSG00000009724,13.2461155,0.077085976,0.267056467,0.288578285,0.772904115,0.887041657,Not significant,MASP2
ENSG00000116649,5494.618638,0.135136703,0.111680124,1.210033993,0.226265849,0.449363585,Not significant,SRM
ENSG00000171824,4778.889273,-0.19783297,0.112594343,-1.757039543,0.078911069,0.221881388,Not significant,EXOSC10
ENSG00000230337,5.005876537,-0.00286062,0.248230684,-0.011536642,0.990795296,0.999227338,Not significant,EXOSC10-AS1
ENSG00000198793,10024.53697,-0.001119377,0.10418361,-0.010744275,0.991427474,0.999227338,Not significant,MTOR
ENSG00000120942,1670.85235,-0.068036468,0.112079267,-0.607038368,0.54382545,0.742926349,Not significant,UBIAD1
ENSG00000284646,2.84458011,0.394150722,0.200090156,2.022055703,0.043170598,0.143169431,Not significant,
ENSG00000204624,22.16733497,0.918085277,0.261107637,3.480249586,0.000500947,0.003787679,Not significant,DISP3
ENSG00000235643,16.28968243,1.148991839,0.265722781,4.197354435,2.70E-05,0.000282313,Up,LINC01647
ENSG00000284708,4.328737058,0.36482703,0.236344645,1.549180364,0.121338368,0.300152118,Not significant,
ENSG00000116661,78.25167902,1.713178853,0.1983114,8.477359982,2.30E-17,1.18E-15,Up,FBXO2
ENSG00000132879,613.5720989,0.216600508,0.11671716,1.85574128,0.063490444,0.189909323,Not significant,FBXO44
ENSG00000116663,754.8974119,0.042797009,0.11106995,0.385317054,0.700002528,0.846756335,Not significant,FBXO6
ENSG00000116670,4077.06597,-0.024331052,0.106259118,-0.228978786,0.818885404,0.914969551,Not significant,MAD2L2
ENSG00000162490,14.92543564,0.596548501,0.265378812,2.233778791,0.025497632,0.096895047,Not significant,DRAXIN
ENSG00000177674,2614.90702,0.03137024,0.110815814,0.283084955,0.777111714,0.889399461,Not significant,AGTRAP
ENSG00000215910,148.710809,0.499231962,0.160974661,3.099468124,0.001938684,0.01203,Not significant,C1orf167
ENSG00000177000,6654.128262,-0.515443021,0.108397127,-4.755089513,1.98E-06,2.63E-05,Not significant,MTHFR
ENSG00000011021,2893.182205,-0.404154546,0.117078777,-3.451942354,0.000556567,0.004134752,Not significant,CLCN6
ENSG00000175206,2.960752382,-0.261253111,0.213925861,-1.229067736,0.219046411,0.440473218,Not significant,NPPA
ENSG00000224904,2.160385687,0.254631452,0.195906627,1.31473947,0.188597477,0.40148164,Not significant,SBF1P2
ENSG00000285646,97.8686734,0.222761244,0.191062253,1.165740512,0.243719375,0.47076192,Not significant,
ENSG00000116685,2850.453411,0.093324748,0.107815014,0.865600719,0.386709161,0.614835113,Not significant,KIAA2013
ENSG00000083444,5126.633314,-0.126213732,0.104868148,-1.203547134,0.228764663,0.452527069,Not significant,PLOD1
ENSG00000287384,1.827752161,0.03634486,0.189269405,0.192227789,0.84756378,0.930040073,Not significant,
ENSG00000116688,12087.68675,-0.310945406,0.10780801,-2.884247082,0.003923508,0.021588688,Not significant,MFN2
ENSG00000116691,2594.610803,-0.173436409,0.109962705,-1.577227649,0.114743153,0.288527925,Not significant,MIIP
ENSG00000120949,1611.7377,0.799292301,0.117573112,6.797478151,1.06E-11,3.09E-10,Not significant,TNFRSF8
ENSG00000028137,3629.235615,0.165093643,0.11046467,1.494537071,0.1350353,0.323279967,Not significant,TNFRSF1B
ENSG00000048707,11382.51096,-0.204129065,0.102695963,-1.987701905,0.046844668,0.151878858,Not significant,VPS13D
ENSG00000229484,1.983376166,0.15293005,0.195174522,0.786514269,0.431566263,0.654686049,Not significant,LINC02766
ENSG00000162496,2238.53047,0.395933113,0.105050392,3.768912604,0.00016396,0.001430326,Not significant,DHRS3
ENSG00000272482,64.53881677,1.516034869,0.213655543,6.983550702,2.88E-12,8.92E-11,Up,
ENSG00000204518,21.4163728,0.630408138,0.257754759,2.43277943,0.014983425,0.063863689,Not significant,AADACL4
ENSG00000157330,2.297364298,0.063965449,0.194560147,0.32857094,0.742480016,0.870921678,Not significant,CFAP107
ENSG00000179172,3.141381012,0.316923921,0.223509292,1.42009641,0.155579615,0.354832365,Not significant,HNRNPCL1
ENSG00000162494,4.180979601,0.028794815,0.230108816,0.125336785,0.900256931,0.952662051,Not significant,LRRC38
ENSG00000162493,3.980698312,0.231133058,0.227829634,1.019073307,0.308168166,0.541583838,Not significant,PDPN
ENSG00000116731,3569.492431,0.043344167,0.11423607,0.379426837,0.704370925,0.849206942,Not significant,PRDM2
ENSG00000189337,3348.231495,0.665199035,0.10654612,6.243062541,4.29E-10,1.02E-08,Not significant,KAZN
ENSG00000175147,10.30927859,0.531065692,0.266920037,1.981018147,0.047589239,0.153496003,Not significant,TMEM51-AS1
ENSG00000171729,154.7041264,1.411233997,0.164863123,8.512769984,1.70E-17,8.85E-16,Up,TMEM51
ENSG00000142621,710.2218217,0.839344396,0.135067376,6.212412266,5.22E-10,1.23E-08,Not significant,FHAD1
ENSG00000228140,7.288243662,0.049024181,0.261213341,0.187653367,0.851148388,0.931516897,Not significant,LOC124903852
ENSG00000142634,2555.118411,0.227988277,0.102175522,2.231330037,0.025659275,0.097277484,Not significant,EFHD2
ENSG00000162438,3.795764914,0.029291058,0.230871729,0.126775528,0.899118065,0.9523301,Not significant,CTRC
ENSG00000142615,10.2582626,0.492221892,0.267140233,1.833952154,0.066661097,0.196755129,Not significant,CELA2A
ENSG00000215704,103.6905396,0.248513079,0.184996881,1.343180821,0.17921343,0.388744095,Not significant,CELA2B
ENSG00000132906,1102.255428,-0.165743728,0.121168821,-1.367871732,0.17135223,0.377358168,Not significant,CASP9
ENSG00000116138,1446.753634,0.077600734,0.117720663,0.659196198,0.509769788,0.718310554,Not significant,DNAJC16
ENSG00000237301,4.882406351,-0.081165583,0.23658591,-0.344092886,0.730776433,0.864299403,Not significant,
ENSG00000235084,10.11071814,0.204918406,0.267317412,0.76591793,0.443725137,0.6655193,Not significant,CHCHD2P6
ENSG00000197312,6832.188152,0.14498284,0.10217032,1.419030878,0.155890014,0.355214698,Not significant,DDI2
ENSG00000271742,2.808370764,0.035077913,0.208177475,0.168388646,0.86627754,0.938316398,Not significant,
ENSG00000116786,1603.702668,-0.192307552,0.118782663,-1.61897992,0.105451584,0.272468963,Not significant,PLEKHM2
ENSG00000237938,18.79108437,-0.113455597,0.260728102,-0.435189655,0.663424771,0.822320335,Not significant,
ENSG00000162461,32.37765037,-0.254906012,0.23847027,-1.068053785,0.285496251,0.518014281,Not significant,SLC25A34
ENSG00000162458,14.54692759,1.235720693,0.267380608,4.425029632,9.64E-06,0.000111176,Up,FBLIM1
ENSG00000233954,1565.169829,0.113439922,0.120824314,0.938883523,0.34779055,0.579810728,Not significant,UQCRHL
ENSG00000178715,7.289672716,0.351370877,0.259932887,1.350571529,0.176832726,0.385618523,Not significant,RPS16P1
ENSG00000179743,534.2953247,0.468001581,0.121396778,3.854658747,0.000115891,0.001049231,Not significant,SPEN-AS1
ENSG00000065526,14019.5666,0.133649553,0.107116662,1.247701149,0.21214052,0.431871911,Not significant,SPEN
ENSG00000116809,1555.820763,-0.095728559,0.113427578,-0.843964815,0.398689067,0.625113571,Not significant,ZBTB17
ENSG00000173641,15.99764894,0.204065264,0.264302741,0.77207588,0.440069487,0.661861283,Not significant,HSPB7
